"TIME","GEO","CITIZEN","SEX","AGE","ASYL_APP","UNIT","Value","Flag and Footnotes"
"2009","Estonia","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","20",""
"2009","Estonia","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","15",""
"2009","Estonia","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","5",""
"2009","Estonia","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","0",""
"2009","Estonia","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","0",""
"2009","Ireland","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","605",""
"2009","Ireland","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person","600",""
"2009","Ireland","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","150",""
"2009","Ireland","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person","145",""
"2009","Ireland","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","755",""
"2009","Ireland","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person","740",""
"2009","Ireland","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","1,480",""
"2009","Ireland","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person","1,470",""
"2009","Ireland","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","430",""
"2009","Ireland","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person","425",""
"2009","Ireland","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","10",""
"2009","Ireland","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person","10",""
"2009","Ireland","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","320",""
"2009","Ireland","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person","320",""
"2009","Ireland","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","70",""
"2009","Ireland","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person","70",""
"2009","Ireland","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","390",""
"2009","Ireland","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person","385",""
"2009","Ireland","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","1,045",""
"2009","Ireland","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person","1,040",""
"2009","Ireland","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","315",""
"2009","Ireland","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person","310",""
"2009","Ireland","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","5",""
"2009","Ireland","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person","5",""
"2009","Ireland","Extra-EU28 (current composition)","Females","Less than 14 years","Asylum applicant","Person","285",""
"2009","Ireland","Extra-EU28 (current composition)","Females","Less than 14 years","First time applicant","Person","280",""
"2009","Ireland","Extra-EU28 (current composition)","Females","From 14 to 17 years","Asylum applicant","Person","80",""
"2009","Ireland","Extra-EU28 (current composition)","Females","From 14 to 17 years","First time applicant","Person","75",""
"2009","Ireland","Extra-EU28 (current composition)","Females","Less than 18 years","Asylum applicant","Person","365",""
"2009","Ireland","Extra-EU28 (current composition)","Females","Less than 18 years","First time applicant","Person","355",""
"2009","Ireland","Extra-EU28 (current composition)","Females","From 18 to 34 years","Asylum applicant","Person","435",""
"2009","Ireland","Extra-EU28 (current composition)","Females","From 18 to 34 years","First time applicant","Person","435",""
"2009","Ireland","Extra-EU28 (current composition)","Females","From 35 to 64 years","Asylum applicant","Person","120",""
"2009","Ireland","Extra-EU28 (current composition)","Females","From 35 to 64 years","First time applicant","Person","115",""
"2009","Ireland","Extra-EU28 (current composition)","Females","65 years or over","Asylum applicant","Person","5",""
"2009","Ireland","Extra-EU28 (current composition)","Females","65 years or over","First time applicant","Person","5",""
"2009","Greece","Extra-EU28 (current composition)","Total","Less than 14 years","Asylum applicant","Person","200",""
"2009","Greece","Extra-EU28 (current composition)","Total","Less than 14 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Total","From 14 to 17 years","Asylum applicant","Person","590",""
"2009","Greece","Extra-EU28 (current composition)","Total","From 14 to 17 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Total","Less than 18 years","Asylum applicant","Person","795",""
"2009","Greece","Extra-EU28 (current composition)","Total","Less than 18 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Total","From 18 to 34 years","Asylum applicant","Person","12,415",""
"2009","Greece","Extra-EU28 (current composition)","Total","From 18 to 34 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Total","From 35 to 64 years","Asylum applicant","Person","2,710",""
"2009","Greece","Extra-EU28 (current composition)","Total","From 35 to 64 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Total","65 years or over","Asylum applicant","Person","10",""
"2009","Greece","Extra-EU28 (current composition)","Total","65 years or over","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Males","Less than 14 years","Asylum applicant","Person","120",""
"2009","Greece","Extra-EU28 (current composition)","Males","Less than 14 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Males","From 14 to 17 years","Asylum applicant","Person","550",""
"2009","Greece","Extra-EU28 (current composition)","Males","From 14 to 17 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Males","Less than 18 years","Asylum applicant","Person","670",""
"2009","Greece","Extra-EU28 (current composition)","Males","Less than 18 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Males","From 18 to 34 years","Asylum applicant","Person","10,735",""
"2009","Greece","Extra-EU28 (current composition)","Males","From 18 to 34 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Males","From 35 to 64 years","Asylum applicant","Person","2,000",""
"2009","Greece","Extra-EU28 (current composition)","Males","From 35 to 64 years","First time applicant","Person",":",""
"2009","Greece","Extra-EU28 (current composition)","Males","65 years or over","Asylum applicant","Person","5",""
"2009","Greece","Extra-EU28 (current composition)","Males","65 years or over","First time applicant","Person",":",""
